Filename,Whisper,WER_Whisper,Wav2Vec,WER_Wav2Vec,Noise_Whisper,WER_Noise_Whisper,Noise_Wav2Vec,WER_Noise_Wav2Vec
georgian1.wav," Please call Stella, ask her to bring these things with her from the store. Six points of fresh snow piece, five sticks, slabs of blue cheese, and maybe a snake for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at their train station.",0.072463768,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW PEAS FIVE STICKED SLEPS OF BLUE CHEESE AND MAYBE A SNAKE FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROK FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THREE RED BAGS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.057971014," Please call Stella, ask her to bring these things with her from the stores. Six months of fresh snow peas, five sticked slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at their train station.",0.057971014,PLEASE CLOSE TOE ASK HER TO BRINK THESE THIGS WIT HER RO THE TOR SIK PS OF FIR SNO PES FIV IK SLEKS O B T SHES AND MAYBE LIK FOR HER BROTHER BORN WE ALSO EE THE MALL PLOS TI SNAKE IN THE BIG TOY FROG FOR  THE KES SHE CAN  O THESE THINKTHINK THREE RED LEG A WE WILN GO MEET HER WE T A THEN TRAN STATION,0.594202899
german1.wav," Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five, six slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",0.014492754,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW PEAS FIVE SIX SLAPS OF BLUE CHEESE AND MAYBE A SNACK FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROG FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THREE RED BAGS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.028985507," Please call Stella, ask her to bring these things with her from the store. Six spoons of fresh snow peas, five, six slabs of blue cheese and maybe a snack for her brother-bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",0.043478261,PLEASE CALL  STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SCOONS OF FRESH SNOW PEESE FIVE SIX SLAPS OF BLUE CHEESE AND MAYBE A SNAG FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROG FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO SREE RED BAGS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.086956522
greek1.wav," Bugün το μήιο-μεχόλας. Ε PK J தέλα !! hacerlo balletτα από το ποர���plesο. Πάθее prostu Tobias ! Το ηλιάζει .. ..τιγνώ Rs $$ 1, e Τ gener bouncing ! Και και σ guitars sisters. Εκκαι格 gemaakt καιwhelυιά minority<|el|> aujourd'hui. Ενnalς θα εξ PHP cultivation ! Σύμφερα μέλλη χρισ retirήTRεου είναι έγιε τσαγ likelihood !ρά�ρας εδώμεста για τον τrápower Łό παραντιστεί",1,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WI A HER FROM WITH HER FROM THE STORE SIX SPOONS OF A FRESH SNOW PIEASE FIVE THICK SLABS OF A BLUE TEAS AND MAYBE A SNACK FOR HER HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROG FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THREE RED BAGS AND WEWILLLL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.15942029, μια πλήρη ανρέπλακο hurricane και όχι Translit και σχόρεμα 6 αλλάξου αναπαυζόν σώσκ verk�νό 10 όχι ισού 70 τυγγάνη και και shotgun Μάλαναν οι πωπνίες με τις σκινήσειςγων comparing the three red flags Ωεια begκτιω Considering that we will go figure out this was once-day at the learn station,0.927536232,PLEASE GO STELA AS E O RNK E ATINGS A E FO HAR FO T O SIX PONA FRES NOWFASFIVEE TI SLOGS I BETS IT MAY BE NKFO TARE BOTHER BO WE ALSO NEE THE MOK BL SNAKE IN E BIK TO FOG FOR THE GITS SECAN AS GOOD T SA TINGS T TRE BREE BIKS ENO GO IK THARE WEN TA UT TRA TATION,0.898550725
gujarati1.wav," Please call Stella, ask her to bring these things with her from the store. Six spoons of fresh snow piece, five thick sleds of blue cheese and a maybe a snake for her brother Bob. We also need a small plastic car snake and a big toy frog for the kids. She can scope these things into three red bags and we will go meet her when us day at the train station.",0.130434783,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF A FRESH SNOW PIECE FORI THINK LETS OF BLUCES AND MAYBE OF SNAKE FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTICA NECK AND A BIG TOY FROCK FOR THE KIDS SHE CAN SCOPE THESE THINGS INTO THREE RED BAGS AND WE WILL GO MEET HER VENISTAY AT THE TRAIN STATION,0.202898551," Please call Stella, ask her to bring these things with her from the store. 6 spoons of fresh snow is 5-thick sleds of blu-jizz and a maybe a snake for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scope these things into three red bags and we will go meet her when she is at the train station.",0.188405797,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FOR THE STORE SIX SPOONS OF FRESH NOW IS F I THINK LETS OF PLEAUTES ANDR MAYBE OF SNAK FOR HER FHER THE FO WE ALSO NEED A SMALL U STICK IRS NECK AND O BE FOY FO FOR THE ETS SHE GAN OK THESE THINGS INTO TEK RED BEGS AND WE WILL O MAT HER WHEN I STAY AT THE TRANE STATION,0.492753623
gusii1.wav," Please call the Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy of frog for the kids. Second scoop these things into three red bags and we will go meet Wednesday at the train station.",0.072463768,PLEASE GO TO STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW PEAS FIVE THICK SLAPS OF BLUE CHEESE AND MAYBE A SNAK FOR HER BROTHER BOB WE SO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROG FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THREE RED BAGS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.072463768," Please call the Stella, ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother-bought. We also need a small plastic snake and a big toilet floor for the kids. Second scoop these things into three red bags, and we will go meet her Wednesday at the train station.",0.101449275,BRISCORSTEL ASK AO BRNG TI TING WITHE FROM THE STOR SIX SPOONS OF FRESH SNOW PEESE FIVE BIG SLABS OF BRUE CHESE AND MAY B A NAG FORH BRO THEBO WISO MEG A SMALL BLASTE MIG AND A BIG TO FOG FOR THE KIES SE CAN SCOOP THESE THINGS INTO THREE RED BAGS AND WE WILL GO METER WHENCE TIY A A TRING STATION,0.536231884
hadiyya1.wav," Please call Stella, ask her to bring these things with her from the store. Six spoons of fresh snow peas, five tic slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snack and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her one stay at the train station.",0.057971014,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW PEAS FIVE THICK SLABS OF BLUE CHEESE AND MAYBE A SNUG FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROG FOR THE KIDS SHE CAN SNOOP SHE CAN SCOOP THESE THINGS INTO THREE RED BAGS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.057971014," Please call Stella, ask her to bring these things with her from the storm. Six spoons of fresh snow peas, five tic slabs of grilled cheese, and maybe a snack for her. Her brother-boy, we also need a small plastic snake and a big toy for her. The kids, she comes snow, she can scope these things into street-rate bags, and we will go to the middle of Wednesday at the train station.",0.246376812,PLEASE CALL  TELA ASK ER TO BRING THS TNS ERFOM THE STO SIX SPOONS FRES BE FIVE TI LUVS SS IT MAY BE I ATF HER BOTHERO WE ALSO NED A SMALL PLUS TILAIN I BE TO FOT T SHE CAN O SHE ANO TESE TINS TRLRED BO ANTONT ATTH TEN STATION,0.753623188
hainanese1.wav," Terima kasih telah300 mistra saya, kita per worthwhile battle mig calculations ar maafia varies kami dengan berseterangga dengan numb, Six perimetres, betul-betul dengan pen pillars, Movies-habis alors nihilkan selesikan ru dapatkan pelbagai besar américas kejutan yang temun politically sangat berehat yang kami juga Kami itu juga jual sebentar, yang menurutnya Cowan Atau, mereka untuk pihakan yang dalamлен, kurang-kurang ibu, bersity sakit dengan ruang terob cuenting , dan kami akan men抓她 peri op magnet ini di terk collectiv yang vir BP",1.130434783,PLEASE CALL STELLA ASK HER TO BRING THIS THING WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW PEAS FIVE THICK SLAPS OF BLUE CHEESE AND MAYBE A SNACK FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNACK AND A BIG TOY FROCK FOR THE CIDS SHE CAN SCROP THESE THINGS INTO THREE RATE BAGS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.115942029," Please go stellar, ask her to bring this thing with her from the storm. Six spoons of fresh snow peas, five six laps of branches, and maybe a stack for her brother Bob. We also need a small plastic stack and a big toy from the kids. She can scoop these things into three red packs, and we will go meet her Wednesday at the train station.",0.202898551,PLISGO TELLA MASE TE BRISIN  FOM THE TO SIX BO OF FRESHESFI FI LE OSHES AN MAY BEAST OBOTE MEASO ASA ASTIL EAOFROTEI SHEGES GOE TIS A EE BAS AN MAY WE GOMIT HE WENSTEA TE TREN STATION,0.913043478
hakka1.wav," Please call Steeer. Ask her to bring these things with her from the store. Six spoons of the fresh snow peas, five sticks, slab of the blue cheese, and maybe a snack of her brother-bar. We also need a small plastic snake and a big toy frog for the kids. She can screw these things into three wrap bags and we will go meet her when stay at the train station.",0.173913043,PLES CO TERE ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIXPENCE OF THE FRESH SNOW PEESE WI STICK SLAB OF THE BUOCHES AND MAYBE A SNACK OR HER BROTHER BAR WE WASSONEED A SMALL PATIC SNAKE AND A BIG TOY FROCK FOR THE KIDS SHE CAN SCOOL THIS THING INTO THREE RBE AND WE WILL GO MEET HER WENESDAY AT THE TRAIN STATION,0.347826087," Please, cause dear, as her to bring these things with her from the store. Six months of the fresh sloping, white stick, slab of the bootches, and maybe is not called her brother-buck. We also need a small plastic sling, and a big toy for the kids. She can screw this thing into three repays, and we will go with her with the train station.",0.391304348,RIS OSLEASITISI WSOOTESO SIX OS OFTHE RISOIITI SRAOOCIES TIBIBISLABTE OEOSOLEIS OOILI IEIA ROETIS SIES OESIIOOEEO OWESLITITO,0.985507246
hausa1.wav, Please call Stella. Ask her to bring these things with her from the store. 6 spoons of fresh snow peas. 5 thick slabs of blue cheese. And maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can't scoop these things into three red bags. And we will go to meet her. We will go meet her. When is they at the train station?,0.173913043,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW PEAS FIVE THICK SLABS OF BLUE CHEESE AND MAYBE A SNACK FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROG FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THREE RED BAGS AND WE WILL GO TO MEET HER WE'LL GO MEET HER WENSDAY AT THE TRAIN STATION,0.086956522, Please call Stale. I've got to bring these things with me from the store. 6 spoons of fresh snow peas. 5 thick slotted luchis and maybe a snack for a brother and a bobbler. We also need a small plastic snake and a big toy frog for the kids. We can scoop these things into three red bags and we will go to meet him. Wednesday at the Christmas Eve.,0.289855072,IS CATE USKOT BRINTSLIN O SIX SPOONS FRESHNES FIVE  TIK LOUT INSTINIA NAGIOOOOSMI ESSLIO ROTHEENS TES LINGS  THEE RED BAGSNEWOOLGOMETO WEN TE TERN,0.942028986
hebrew1.wav," Please call Stella, ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5-6 slabs of blue cheese and maybe a snake for a brother bulb. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into trees and red bags and we will go meet her Wednesday at the train station.",0.115942029,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FE SNOW PIECE FIVE THICK SLEBS OF BLUE CHEESE AND MAYBE A SNAKE FOR A BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROG FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THREE AND RED BAGS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.086956522," Please call Stella, ask her to bring these things with her from the store. Six spoons of fresh snow piece, five-six labs of luches and maybe a snake for a brother book. We also need a small plastic snake and a big toy for 40 pieces. She can scoop these things into the tree and bread bags and we will go meet her Wednesday at the train station.",0.231884058,PLIAS CORSTELLA ASCE TEI DI TNGTER FOMT STO SIX TEINS FIRS NOTIS FIVE SIX LG S EN MAYBEA SNAK FOR BROTHERN WE ALSO NEED A SMALL BLESSTIG SAKIN  BAK  FORTE KIT SHE CAN SCOOPDIS TINGS ENE TRE AN RED BEGS EE GOER ENSTAY I THE TRANSLATION,0.826086957
hindi1.wav," Please call Stella, ask her to bring these things with her from the store. 6 spoons of fresh no peas, 5 thick slabs of blue cheese and maybe a snack for her brother bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into 3 red bags and we will go meet her Wednesday at the train station.",0.057971014,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW PEAS FIVE THICK SLAPS OF BLUE CHEESE AND MAYBE A SNACK OF SNACK FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROCK FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THREE RED BAGS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.057971014," Please call Stella, ask her to bring these things with her from the stoo, six rooms of fresh noobies, five thick lips of grouties and maybe a snack for our brother-paw. We also need a small plastic snake and big toy for the cats. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",0.188405797,PLESE GO STE ASK HER TO BRENG THES TINGS OND ES SIXO TEES FIVE TIX ENSAND MADEA TIO N FOROROO WE ALSO DEED A MAL ASTI NIADIO OOE SHEGINSE THES THINONTRED BES AN IE OETE ENEGANSTIS,0.898550725
hindko1.wav," Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",0,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONFULS OF FRESH SNOW PEAS FIVE THICK SLABS OF BLUE CHEESE AND MAYBE A SNACK FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROG FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THREE RED BAGS AND WE WILL GO MEET HER WENNE WEDNESDAY AT THE TRANG STATION,0.043478261," Please call Stella, ask her to bring these things with her from the store. 6 spoons of fresh smoothies, 5 thick slabs of blue cheese and maybe a snack or a brother bar. We also need a small plastic snake and a big boy frog for the kids. She can scoop these things into three red bags and even go meet her when Wednesday at this train station.",0.173913043,EGO STELLASE  TE NO SIX SPOONS OF FRESH O MES FI ILEEIAO E ASHMO BASTI NAA OFO THEGAN SHEGE MOE TINS I TEIABANIN ENTIT,0.942028986
hmong1.wav," Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a smack of her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",0.028985507,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW PEAS FIVE THICK SLABS OF BLUE CHEESE AND MAYBE A SMACK OF HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROG FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THREE RED BEGS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.043478261," Please, cost the log. I'm asking to bring these things with her from the store. Six bowls of freshness and peace. Five thick slabs of blue cheese. And maybe yes, it's a bag of your brother Bob. He also knows what plastic is, snake, and a big toy for all the kids. She can scoop these days in two, three red bags. And we will go meet her and stay at the train station.",0.405797101,PLEASE CO TESI SN IIN AISHENAEESAII I NANSHE CAN PE TES THIGSNNII ND TANA,0.971014493
hungarian1.wav, Pó organizationsvágom ezt másraál olyan rendszer a WerketeokatHAHA szépen. B�os uлю! Mi a kis szüksére sofedett ké sovereignt. Poz a főenko beféléket a P Auchés és talán diazszak. Któ heb Óta Kís Huntern szüks legves veryállek a kolakában.<|yo|>á功 cieährt�at Kandó lép. Hem fel 혹át lennek.akva hozzam és szépen is vissz value de Såbro lehet a lépés기.,0.971014493,PLEASE CO STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW PEAS FIVE THICK SLAPS OF BLUE CHEESE AND MAYBE A SNACK FOR HER BROTHER BOB WE ALSO NEED A SMART PLASTIC SNAKE AND A BIG TOY FROG FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THE THREE RED BAGS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.057971014," Please, Costella, ask her to bring these things with her from the store. Six spoons of fresh new bees, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can't scoop these things into three red bags and we will go meet her when they at the chain station.",0.115942029,PLIS COSTELA ASK HER TO BRING TETINGSIORM TH OR SIX OO OF RESOR BI FIVE SIK SLEPSROSES AND MAYBE A SNAKOR HER BROTHER BOB WE ALSO NAD E SMART BLUSTIXSLAK AND THE BI TO OOR TH IKS SHE CAN CO DI THINGS TINTO LERD EGS AND  WEL GO MEET HER ENDEY AT THE TEN TIG,0.637681159
ibibio1.wav," Pala, sj acontecela jag locked mitos alla mien też producing timatouita. Riga mo teet cow non jarouito Batanushal warriors after- Led archer hat oわた fam.ahrig her So gristo below Honoing je innahage hörig,k AAA sama ruzasoooo Then she can pull things into 3 landing bats yas czarate adetun Amasisa",0.927536232,PLEASE CALL TAYLER ASK HER TO BRING THESE THINGS WIT HER FROM THE STORE SIX SPOONS OF FRASH SNOW PEAS FIVE THICK SLAPS OF BLUE CHEESE AND MAYBE A SNAP FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAK AND A BIG TOY FROG FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THREE RED BAGS AND WE WILL GO MEET HER WHENEVER AT THE TRAIN STATION,0.101449275," Please call Stalin, as had to bring these things with her from this tour. Six points of free smooth piece. Five thick slabs of blue cheese, and maybe a snap for her brother born. We also need a small plastic snake and a big toy for the kids. She can scoop these things into three red bags and we will go meet her when is the",0.231884058,PLEASE CALL TAL AS A  RE TINE TIS SIX POONS OF FREES FIVE TE LP OS AN MABE NAP FOE WEALSOEE MO LATE HEN TTOE FOCHE COAN OESTINGSI TREREIS ONTETTANETE STATION,0.913043478
icelandic1.wav," Čiyu shnállí'u Þellan Hela valde handa mundaiaidaлеdu na Ap stagn 小 hni ansal Chisusulli,雾i, fearsu bob, Alandi arawaðslaf Bisteðurose gumadyeah Fón bygja contest Čyubu ný聯elf Mynda a chund�� Thoos��� ça Per kead",0.985507246,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW PEESE FIVE THICK SLAPS OF BLUE CHEESE AND MAYBE A SNACK FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROG FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THREE RAD BAGS AND WE WILL GO MEET HER WEDNESDAY AT A TRAIN STATION,0.057971014," Pilskall stellu, askar to bring these things with her from the store. Six bones of fresh no peas, five thick slabs of blue cheese and maybe a snack for her brother bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her when stay at a train station.",0.144927536,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH ILRK FROM THE STOL HIX SCOONS OF FRESH SNOW PIECE FIVE THICG SLABS OF BOOTSIECE AND MAYBE A SNAK FOR HER BROTHER BOB WE ALSO MEAT A SMALL PLASTIC SNAKE AND A BIG TOY FROG FOR THE GATES SHE CAN SCOOP THESE THINGS INTO THREE RAD BAGS AND W WI O MEAT A REN STAY AT THE TRAIN STATION,0.275362319
ife1.wav," Please call still, ask her to bring these things with her from the store. 6 spoon of fresh snow peas. 5 thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snack and a big toy frog for the kids. She can scoop these things into 3 red bags and we will go meet her Wednesday at the train station.",0.086956522,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW BES FIVE THICK SLAGS OF BLUE CHEESE AND MAYBE A SNUG FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAG AND A BIG TOIL FROG FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THREE RED BAGS AND WE ALSO AND WE WILL GO MEET HER WENESDAY AT THE TRAIN STATION,0.130434783," He is close to us, as we are to bring these things with him from the store. Six more of fresh soupies. Five things that are of much ease and maybe it's not for a brother-boy. They also mean us a plastic snack in a big toy for the kids. She can scope these things into three grandbaths and we also, and we will go meet her Wednesday at the train station.",0.507246377,ES GOTTES SIXEIIAS,1
igbo1.wav, Pestele playgasuring blocks le hort Switch to player yer chishe ik ین axe fascính urre plasek kup processes within a dance All the dancing parts went to make the dance,0.956521739,PLEASE CARTELLA ASK HAR TO BRING THESE THINGS WITH HER FROM THE STON TE SPOONS OF FRESH SNOW PEAS FIVE STICK STALV FOR BLUE CHEESE AND MAYBE A SNACO HAVE BROUGHT US VAVE WE ALSO NEED A SMALL PLASTICK SNA AND A BIG TIPROM  A BIG TOI FROM THE KID SHE CAN SHE CAN COPE THESE TINS INTO THE INTO THE RED BAGS AND WE  WEL GO MITH HER WENIS THE ADE RAN STATION,0.492753623, Unasati liapkarabfmid幫i esa hipmana ko nanoциk daingu processingi開aindom cokakauti האד witiniAiff moetke' daikуляchas She can cope with this dance in today. Into the red box and we are going to meet her. We'll see at the demonstration.,0.913043478,LES CASTE AS AS TO RING DITAC WITH HER FROM TETON SISPOS OFRESCNOE FITI TOFSS AN MAY BE AMAO ROTEOI ASONI A SMALLASTIA I BE O I IDETO FROMTITI SHECAN SHECO CO DISTTENS INTO DI INTEDERAT TAN GO ETA ASE ADRETT,0.898550725
ilonggo1.wav," Please call Stella. Ask her to bring these things with her from the store. Six points of fresh snow peas, five thick slabs of blu-chis, and maybe a snack for her brother, Barb. We also need a small plastic snake and a big toy frog for the kids. Needs to see the big dogs. She can scope these things into three red bags and we will meet her Wednesday at the train station.",0.173913043,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW PIECE FIVE FIVE THICK SLABS OF BLUE CHIZ AND MAYBE A SNACK FOR HER BROTHER BAB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FRAG FOR THE KIDS SHE CAN SCOPE THESE THINGS INTO THREE RED BAGS AND WE WILL MEET HER WEDNESDAY AT THE TRAIN STATION,0.101449275," Please call Stella, ask her to bring these things with her from the store. Six months of fresh snow peas, five thick slabs of blue cheese, and maybe a snap for her brother pup. We also need a small plastic snake, a big toy frog for the kids. She can scope these things into a tree red box, and we will meet her Wednesday at the train station.",0.130434783,BLISSFUL STILLE AS HERT BRINGE TING WITH HER FO STOR SIX PONS OF FRESH SLOPIS FIE FIVE TG SLAGSIGIS AND MAYBE A SNUB FOR HER BROTHER BA WILSO LIT MO ASTE SLE I TO FRA FOR THE KING SHE CAN CO TETIS INTE TRID BAD WET ER WIN STE G TITIO,0.768115942
indonesian1.wav," Please call Stella, ask her to bring these things with her from the store. 6 spoons of fresh no peas, 5 thick slabs of blue cheese and maybe snack for her bread of bokeh. We also need a small plastic and snake and a big toy frog for the kids. So you can scoop these things into 3 red packs and we will go meet her Wednesday at a train station.",0.188405797,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW PEAS FIVE THICK SLABS OF BLUE CHEESE AND MAYBE SNIKE FOR HER BREATHAR BALL YOU ALSO NEED A SMALL PLASTIC AND SNAKE AND A BIG TOY FROK FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THREE RED BAGS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.101449275," Please call Stahl, ask her to bring these things with her from the store. 6 wounds of a fresh new piece, 5 thick snaps of blue cheese and maybe a sniper or a bomb. We also need a small plastic and a snake and a big toy for the kids. So you can scoop these things into 3 red bags and we will meet her Wednesday in the",0.333333333,DIS COSE DA ASPER TO EO TE I TO SIX WES OTHE PRESOTO FIVE T TEN SEESEBE SL FOEO Y ALSO NEDT SOFISE AN SLAT B TO  FOFORTNS OSGASCO ES TEEN TE AA ONBEEE TTRAT STATION,0.927536232
irish1.wav," Please call Stella, ask her to bring these things with her from the store. Six spoons of fresh snow peas, five tic slabs of blue cheese, and maybe a snack for a brother bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",0.028985507,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW PEAS FIVE THICK SLABS OF BLUE CHEESE AND MAYBE A SNACK FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROG FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THREE RED BAGS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0," Please call Stella, ask her to bring these things with her from the store. Six spoons of fresh snow peas, five tigs, lots of blue cheese, and maybe a snack for the club. We also need a small plastic snake and a big toy frog for the kids, which she can scoop these things into three red bags and we will go meet her Wednesday at the train station.",0.086956522,PLEASE CALL A STELLA ASK HER TO BRING THESE THINGS WITH TO FRM THE STO SIX SPOONS OF FRESH SNOW PEESE FIVE THING SLUGS OF BLUE CHEESE  AND MAY BE A SNAGFORTHE FUB WE ALSO NEED A SMALL PLASTING SNAKE  AND BIG TOA FO FOR THEKETS SHE CAN SPOP THESE THINGS INTO THREE RED BAGS A WOL GO MEET ER WENESDAY AT THE TRAIN STATION,0.376811594
